"",gene_symbol,GSM1480291,GSM1480292,GSM1480293,GSM1480294,GSM1480295,GSM1480296,GSM1480297,GSM1480298,GSM1480299,GSM1480300,GSM1480301,GSM1480302
ENSMUSG00000004864,Mapk13,107.28204,108.12198,32.50758,32.22882,23.26379,22.38345,25.4561,26.02463,12.0531,12.21671,13.33967,17.15986
ENSMUSG00000004865,Srpk1,149.96222,130.35149,101.654,86.95861,38.48817,32.95341,98.34766,93.9353,104.07385,83.53587,56.08825,58.66496
ENSMUSG00000004872,Pax3,0.08948,0.08404,0.04173,0.16918,0.15535,0.07772,0.11989,0.04252,0.03863,0.12382,0.3522,0
ENSMUSG00000004880,Lbr,49.03299,46.56011,34.17678,25.92686,24.46776,21.87827,67.77636,69.39901,61.77212,54.3561,45.9184,47.3196
ENSMUSG00000004885,Crabp2,46.75135,51.22452,60.59179,43.69078,26.48732,36.99487,33.88818,36.23036,20.08849,16.7567,26.89947,24.29798
ENSMUSG00000004891,Nes,18.70054,27.52425,18.5698,14.12655,9.4764,7.46115,30.13171,41.07809,33.45507,24.84614,9.50947,8.93447
ENSMUSG00000004892,Bcan,0.08948,0.12607,0.12519,0,0,0,0,0.12757,0.1159,0.04127,0.08805,0.09454
ENSMUSG00000004894,Hapln2,0,0.04202,0.08346,0.0423,0,0,0.07992,0.08505,0.07726,0,0,0
ENSMUSG00000004895,Prcc,35.87998,38.49193,36.26327,31.29833,12.11737,11.38602,43.59906,40.01499,37.12508,29.84013,25.88688,29.78157
ENSMUSG00000004896,Rrnad1,21.02692,21.80929,11.64264,13.6613,6.64125,6.21762,14.54634,15.77637,14.29374,11.22616,13.912,17.01804
ENSMUSG00000004897,Hdgf,229.99873,239.43997,261.52119,219.97653,108.93979,106.36024,148.90019,127.18899,159.74216,135.99342,112.30857,105.37002
ENSMUSG00000004902,Slc25a18,0.89476,0.5883,1.00152,0.76131,0.11651,0.27202,0.35966,0.04252,0.15453,0.04127,0.22013,0.23636
ENSMUSG00000004929,Thop1,57.89114,52.02294,30.25417,20.68228,21.71028,20.6736,38.92345,27.51296,21.63376,15.47725,9.33337,12.38535
ENSMUSG00000004931,Apba3,34.22467,37.23128,34.3437,30.62161,17.08859,18.26427,27.65404,24.57882,27.54442,26.99232,24.96235,28.93067
ENSMUSG00000004933,Matk,2.19217,4.62239,1.46055,1.22656,1.12629,0.5829,1.5985,2.16872,2.66559,1.85727,3.1258,2.45816
ENSMUSG00000004934,Pias4,21.65326,25.8854,16.27466,17.0449,8.66081,8.54923,13.34747,10.92864,13.05752,14.28034,11.27048,15.07987
ENSMUSG00000004936,Map2k1,46.70661,51.1825,43.31562,37.13505,48.31412,55.37572,53.19006,66.33729,75.60227,81.80242,69.95622,68.49761
ENSMUSG00000004937,Sgta,80.61811,83.07701,70.85735,64.54224,35.57535,35.47932,72.37205,59.19327,63.35602,59.26754,55.20774,59.56314
ENSMUSG00000004939,Nmrk2,0.31317,0.33617,0.16692,0.12689,0,0.11658,0.35966,0.46776,0.50221,0.24764,0.13208,0.42545
ENSMUSG00000004945,Tmem242,33.10622,29.87747,29.62822,27.19571,24.62311,24.4819,21.6197,24.23862,27.46715,31.73868,34.07559,35.50152
ENSMUSG00000004947,Dtx2,23.3533,25.38114,15.94082,11.80032,2.6798,2.68135,27.0546,26.79006,16.03216,14.44543,11.84281,13.14171
ENSMUSG00000004948,Zp3,0,0,0.04173,0,0,0,0.07992,0.12757,0,0,0.04403,0
ENSMUSG00000004951,Hspb1,357.90505,460.85261,64.55613,103.70745,9.67059,7.61659,651.54825,716.99552,634.98956,839.85741,803.54999,820.41128
ENSMUSG00000004952,Rasa4,4.83172,5.00059,0.95979,0.93049,0.27186,0.31088,22.77861,29.85178,13.86879,11.39125,14.2642,17.96349
ENSMUSG00000004961,Syt5,0.80529,0.42022,0.50076,0.50754,0.15535,0.03886,0.47955,0.63786,0.15453,0.16509,0,0.09454
ENSMUSG00000004980,Hnrnpa2b1,319.78816,339.87197,242.90966,219.76506,170.18686,172.46136,462.40584,496.59413,466.09169,438.31567,366.11449,329.25178
ENSMUSG00000004988,Fxyd4,0.08948,0,0,0.12689,0.11651,0,0.11989,0,0,0,0,0
ENSMUSG00000004994,Ccdc130,8.41077,5.46283,5.09105,3.17213,3.41772,2.95337,3.71651,2.33881,2.51106,2.80654,3.25787,3.97088
ENSMUSG00000004996,Mri1,11.54244,12.31237,7.21927,6.72491,3.30121,3.14767,6.03433,4.12482,6.4515,5.90199,4.40253,4.86905
ENSMUSG00000005034,Prkacb,50.91199,50.25802,38.60014,33.96292,15.69044,15.15546,85.43978,81.68842,111.22072,112.34419,116.93123,118.13355
ENSMUSG00000005043,Sgsh,20.40059,14.45548,13.77086,12.26556,9.28221,10.60882,17.70338,14.45813,13.09615,14.32161,16.72962,20.37437
ENSMUSG00000005045,Chd5,0.35791,0.16809,0.50076,3.25672,0,0.03886,2.27786,1.65843,2.35653,1.27945,0.61635,0.52
ENSMUSG00000005054,Cstb,235.68048,233.01065,249.75337,248.01815,49.16854,40.88088,90.3152,103.24804,124.23961,121.8369,89.32736,78.51934
ENSMUSG00000005057,Sh2b2,8.00813,8.23626,1.91957,0.59213,0.85443,0,22.53884,23.68581,11.70541,10.93726,4.66668,3.9236
ENSMUSG00000005069,Pex5,83.34714,79.71527,98.69118,90.17304,48.46947,48.41975,64.89906,88.66234,106.8167,98.31148,62.9562,62.16311
ENSMUSG00000005078,Jkamp,19.86373,14.91772,14.39681,14.38032,7.76754,7.22799,18.98218,18.58295,15.29816,15.22961,18.66673,24.34525
ENSMUSG00000005087,Cd44,194.8793,130.77171,13.06145,7.6554,1.04862,1.20466,232.38181,244.85263,379.67253,366.12979,371.74973,332.4663
ENSMUSG00000005089,Slc1a2,0.98424,1.09257,4.21472,1.94557,2.25259,1.01036,3.03715,0.63786,2.82012,2.88909,1.18868,2.41089
ENSMUSG00000005102,Eif2ak4,41.11434,39.2063,25.87253,26.51899,18.29256,14.76686,42.08049,45.62815,38.82488,36.89776,33.72339,33.51608
ENSMUSG00000005103,Wdr1,182.17367,232.71649,264.35883,269.67321,92.62795,89.14519,134.8334,169.3727,305.461,324.36185,344.36599,309.3974
ENSMUSG00000005107,Slc2a9,15.70308,32.98708,88.25871,71.43633,59.92659,71.69698,2.63752,4.50753,4.71307,4.3749,2.46542,2.12725
ENSMUSG00000005124,Wisp1,0.35791,0.75639,0.20865,0.42295,0.93211,0.3886,5.07523,9.73797,10.16014,7.92435,2.86165,2.2218
ENSMUSG00000005125,Ndrg1,764.57467,862.32849,1041.82833,1175.6331,730.53738,747.94135,324.13566,484.47482,308.89922,282.96537,165.22699,127.68256
ENSMUSG00000005131,4930550C14Rik,0.13421,0.12607,0,0,0,0,0.23977,0.38272,0.42495,0.41273,0.39623,0.89817
ENSMUSG00000005142,Man2b1,50.91199,48.32502,41.93854,43.90226,21.78796,22.88863,24.69681,26.49239,19.1227,16.46779,17.78623,18.24712
ENSMUSG00000005148,Klf5,89.47626,126.73762,135.07964,137.79726,32.00228,25.10366,113.5334,161.08054,169.28419,140.07942,118.82432,93.97739
ENSMUSG00000005150,Wdr83,20.62428,19.66618,14.39681,11.9695,6.87428,7.30571,12.34841,11.82164,11.74404,11.14362,9.68557,10.2581
ENSMUSG00000005161,Prdx2,260.51014,248.1805,206.2291,204.41196,99.85176,91.16592,129.67824,123.1067,124.85771,113.87128,90.03176,91.70832
ENSMUSG00000005198,Polr2a,234.78571,237.59102,134.95445,118.51072,74.33538,72.1633,472.55631,336.15145,189.79763,154.15339,209.73659,235.60529
ENSMUSG00000005202,Shbg,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000005204,Senp3,125.5352,110.22307,93.09938,82.64452,30.37109,33.06999,96.82909,83.94218,76.02722,78.41806,73.69837,76.29754
ENSMUSG00000005220,Corin,0.22369,0.12607,0,0.21148,0,0.03886,0.15985,0.12757,0.07726,0,0.13208,0
ENSMUSG00000005225,Plekha8,11.98982,11.85014,12.26859,12.01179,13.86506,9.5596,9.83077,12.67212,10.66235,11.39125,12.41514,9.92719
ENSMUSG00000005232,G6pc2,0,0,0,0,0.07768,0.03886,0,0,0.07726,0,0,0
ENSMUSG00000005233,Spc25,5.72648,5.88305,4.92413,3.08754,14.02041,10.68654,3.91632,6.50616,4.71307,4.25108,2.42139,2.17453
ENSMUSG00000005237,Dnah2,1.65531,2.60535,0.79287,0.38066,0.23303,0.50518,1.79831,3.99725,0.96579,1.60963,0.5283,1.08726
ENSMUSG00000005251,Ripk4,179.66834,179.2228,129.82167,111.8704,46.17804,43.32907,94.95085,111.88039,106.39175,89.93313,91.74875,83.05748
ENSMUSG00000005262,Ufd1,60.39648,54.83839,42.85659,41.02619,27.22524,30.73838,50.11295,46.35105,45.23774,48.00011,56.39642,59.32677
ENSMUSG00000005267,Zfp287,2.77376,2.43726,0.4173,0.59213,0.42721,0.54404,2.99719,3.06172,1.97022,2.18745,3.21385,4.06542
ENSMUSG00000005268,Prlr,1312.5273,1247.37385,73.27768,77.06157,138.88366,142.7722,15.46548,11.18379,3.01327,2.02236,3.25787,1.74908
ENSMUSG00000005299,Letm1,55.52002,50.30004,73.65325,55.40651,53.67372,52.53893,54.26905,49.58287,52.96409,43.04739,49.17627,48.78504
ENSMUSG00000005312,Ubqln1,220.87215,209.52048,232.85276,203.65065,143.77721,138.92505,119.36792,121.66088,128.91405,117.58582,77.79273,73.36666
ENSMUSG00000005320,Fgfr4,0.35791,0.46224,0.58422,0.29607,0,0,3.11707,9.48283,17.15248,8.50217,4.27046,5.53086
ENSMUSG00000005338,Cadm3,0.89476,1.97502,0.29211,0.21148,0.15535,0.15544,4.43584,7.31411,1.23621,1.48582,1.49686,1.03999
ENSMUSG00000005339,Fcer1a,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000005354,Txn2,86.38933,82.44669,97.23063,79.09174,47.45969,51.99488,60.62308,59.57599,62.81517,56.007,47.98759,48.12323
ENSMUSG00000005355,Casp14,0,0.12607,0.12519,0.12689,0.03884,0,0.03996,0,0,0.04127,0,0
ENSMUSG00000005357,Slc1a6,0,0,0,0,0,0.03886,0.19981,0.04252,0.15453,0.28891,0.61635,0.33091
ENSMUSG00000005360,Slc1a3,0.5816,1.13459,1.6692,1.86098,19.72956,17.02075,6.55385,7.39916,23.48808,17.70597,14.39628,11.4399
ENSMUSG00000005362,Crbn,20.98218,24.12049,17.69347,15.64917,7.26265,7.11141,17.26379,14.24551,14.79595,17.54088,23.77367,27.46522
ENSMUSG00000005364,Il5ra,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000005370,Msh6,27.51395,26.22158,22.15857,11.67343,15.80695,13.91193,62.90094,60.04375,42.45626,37.02158,43.18883,38.14877
ENSMUSG00000005371,Fbxo11,88.40255,94.46491,89.09331,87.76222,18.75862,19.77982,169.96042,177.32467,170.48177,173.22136,153.73639,139.4061
ENSMUSG00000005373,Mlxipl,8.32129,8.53042,8.30425,5.1177,5.20425,4.93524,6.19418,4.59258,6.83781,5.20036,3.03775,4.34905
ENSMUSG00000005374,Tbl2,23.04014,26.93595,26.12291,21.86654,30.33225,32.33165,23.69775,20.24138,32.6438,27.36378,21.70448,27.98522
ENSMUSG00000005378,Wbscr22,31.00353,28.82693,25.91426,20.00556,14.75833,12.78499,26.81482,16.88199,18.77502,16.3027,10.30192,13.94534
ENSMUSG00000005397,Nid1,5.45805,8.82457,4.4651,4.90623,64.43177,41.58036,39.20319,82.32628,85.83968,80.89442,97.91229,81.92295
ENSMUSG00000005410,Mcm5,7.1581,5.08463,5.25797,1.90328,2.44678,1.78757,3.03715,5.74073,3.36096,1.65091,0.92453,0.37818
ENSMUSG00000005413,Hmox1,111.62164,181.19782,385.62587,380.52853,102.18202,51.2954,201.73059,453.85761,737.90446,839.40341,325.30303,233.80894
ENSMUSG00000005417,Mprip,660.11113,657.13624,308.46732,311.67219,122.88252,163.52352,326.17375,335.59864,315.23482,319.53295,325.39108,340.02987
ENSMUSG00000005442,Cic,152.95967,190.02239,106.24429,118.97596,46.10037,47.44825,288.28932,239.96238,170.28862,156.05194,161.96912,160.5841
ENSMUSG00000005447,Pafah1b3,31.62986,32.73495,31.17222,28.04162,10.95224,10.3368,20.3409,18.07266,13.17342,13.37234,9.94972,10.589
ENSMUSG00000005465,Il27ra,0.04474,0.29415,0.04173,0.0423,0.07768,0,0.6394,1.0631,0.50221,0.24764,0.22013,0.33091
ENSMUSG00000005469,Prkaca,49.21194,49.87983,38.14112,31.00227,21.98215,29.456,47.55535,49.03006,47.90333,46.39047,47.54734,47.36687
ENSMUSG00000005470,Asf1b,7.51601,7.52189,3.75569,1.35344,5.63147,5.86788,2.15797,2.55143,0.92716,0.53654,0.5283,0.66181
ENSMUSG00000005474,Myl10,0.26843,0.04202,2.3786,0.50754,0,0,0,0,0,0,0,0
ENSMUSG00000005481,Ddx39,90.54998,100.432,92.76554,88.90419,33.51695,36.13994,42.52008,42.01362,31.36896,26.00178,14.4403,14.51261
ENSMUSG00000005483,Dnajb1,219.48527,246.91985,232.72757,296.2768,142.06835,125.24627,552.28145,510.28683,288.46304,337.61038,459.71231,481.75231
ENSMUSG00000005493,Msh4,0.67107,1.30267,0.70941,1.05738,0.69908,0.23316,0.87917,1.10562,0.8499,1.03182,1.10063,1.84362
ENSMUSG00000005501,Usp40,13.91356,11.3879,10.0569,10.06622,9.01035,10.22022,12.98781,14.71327,14.56416,13.86761,18.57868,21.27255
ENSMUSG00000005503,Evx1,0,0,0,0,0,0,0.15985,0.08505,0,0,0,0
ENSMUSG00000005505,Kbtbd4,5.8607,5.08463,1.50228,2.87606,0.97094,1.1658,4.95535,3.14677,3.05191,2.06363,1.93711,2.93088
ENSMUSG00000005506,Celf1,80.30495,83.41319,79.37024,74.43928,34.44905,33.96377,78.68612,69.01629,108.86418,105.90565,103.54753,96.48283
ENSMUSG00000005510,Ndufs3,27.73764,25.46519,23.16009,20.09015,16.11765,17.37049,17.1439,18.24275,23.1404,21.21415,17.16987,16.21441
ENSMUSG00000005514,Por,130.50113,149.00915,114.79892,109.54417,38.48817,35.013,115.41164,140.96674,108.24608,111.43619,80.61035,79.70115
ENSMUSG00000005533,Igf1r,68.9862,56.26713,6.80197,12.51933,1.04862,1.01036,170.47993,180.2163,65.4035,80.56424,92.0129,98.65735
ENSMUSG00000005534,Insr,67.01772,62.36029,40.10242,40.68783,36.08024,32.52595,59.74391,73.26868,43.88563,52.82901,60.40273,69.20669
ENSMUSG00000005540,Fcer2a,0.44738,0.88246,0.87633,0.54984,0.27186,0.31088,0.43959,0.34019,1.12032,0.49527,0.61635,0.70908
ENSMUSG00000005547,Cyp2a5,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000005553,Atp4a,0.26843,0,0.20865,0.12689,0,0.03886,0.03996,0,0,0.04127,0.04403,0.14182
ENSMUSG00000005566,Trim28,319.51973,274.31803,212.19647,172.35231,59.4217,65.36278,498.89158,389.85914,310.56039,240.16562,175.44087,224.87447
ENSMUSG00000005575,Ube2m,63.79658,59.71292,70.27313,58.66323,38.91539,35.16844,47.63527,35.80513,46.39669,46.18411,36.54101,39.28331
ENSMUSG00000005580,Adcy9,12.25825,12.56451,11.35053,11.37737,8.2336,7.57773,20.78049,26.53492,31.63938,35.86594,42.35235,46.79961
ENSMUSG00000005583,Mef2c,0.71581,0,0,0,0.15535,0.23316,7.6728,0,14.17784,20.34742,19.63529,25.6216
ENSMUSG00000005609,Ctr9,96.18698,103.45757,45.73595,37.76948,15.53509,16.63215,73.21126,59.87365,56.55684,48.33029,50.62911,54.59954
ENSMUSG00000005610,Eif4g2,1593.97488,1523.20467,1228.48611,1099.84037,522.71678,529.23642,2101.10723,2175.6079,2101.48823,1947.36803,1724.20731,1750.30528
ENSMUSG00000005611,Mrvi1,0.67107,0.92448,0.29211,0.21148,0.38838,0.03886,102.26398,81.05056,115.31568,138.38724,177.99434,185.16572
ENSMUSG00000005615,Pcyt1a,59.27802,63.57892,62.17753,61.37011,28.54572,27.82387,59.90376,51.75159,61.5017,56.04828,62.60399,56.96316
ENSMUSG00000005621,Zfp592,73.19158,89.33826,80.07965,82.34845,25.24451,25.33682,66.09794,73.86402,68.80309,64.22026,37.11334,45.90143
ENSMUSG00000005625,Psmd4,111.48742,110.4752,110.20863,108.90974,53.44069,50.01302,83.32177,63.95595,83.71493,82.38023,73.78642,74.35937
ENSMUSG00000005628,Tmod4,3.35536,3.23568,0.66768,0.67672,0.07768,0.31088,2.5576,1.82853,0.46358,1.11436,1.05661,1.03999
ENSMUSG00000005640,Insrr,0.08948,0.04202,0.04173,0.0423,0.11651,0.03886,0.15985,0.12757,0.07726,0.12382,0.08805,0.04727
ENSMUSG00000005649,Cabp5,0.04474,0.04202,0,0,0,0,0.03996,0.08505,0.15453,0.16509,0,0
ENSMUSG00000005656,Snx6,82.63133,79.12697,51.32776,49.78127,21.63261,20.75132,44.55816,45.79824,48.25102,44.40938,52.61025,49.82504
ENSMUSG00000005667,Mthfd2,14.94254,20.75875,9.59787,5.07541,3.68958,2.75907,31.29062,32.65836,31.29169,21.09033,9.20129,6.19268
ENSMUSG00000005672,Kit,274.20001,233.17873,112.21166,206.06146,8.93267,7.88861,7.39306,8.46226,6.60602,7.47035,1.45284,0.89817
ENSMUSG00000005674,Tomm40l,21.60852,17.43903,13.22837,9.22032,11.37945,11.69691,19.74146,14.4156,20.43618,23.15396,16.81767,16.92349
ENSMUSG00000005677,Nr1i3,0.31317,0.04202,0,0,0.11651,0.11658,0.19981,0,0.19316,0.24764,0.04403,0.18909
ENSMUSG00000005681,Apoa2,0,0,0,0,0,0,0.03996,0.08505,0,0,0,0
ENSMUSG00000005682,Pan2,70.14939,71.01677,48.36494,46.43996,23.30263,22.88863,38.80357,41.20566,30.21,26.00178,24.83028,30.44338
ENSMUSG00000005683,Cs,203.42428,200.10761,316.72983,265.65518,353.92808,374.14555,180.07093,144.87894,216.10583,196.62296,183.62958,171.78765
ENSMUSG00000005686,Ampd3,18.61106,22.9859,1.21017,1.64951,0.42721,0.81606,13.74709,14.67075,5.21528,8.04817,6.38367,4.58542
ENSMUSG00000005687,Bcas2,73.50475,68.11727,71.31637,57.52126,28.62339,26.77465,48.15479,50.00811,60.57453,54.06719,44.24544,41.12693
ENSMUSG00000005696,Sh2d1a,0.13421,0,0.04173,0,0,0,0.11989,0,0,0,0.04403,0
ENSMUSG00000005698,Ctcf,77.21801,77.82429,50.36797,43.98685,29.01177,29.57258,79.96492,68.63358,58.79748,52.5401,61.10713,61.59585
ENSMUSG00000005699,Pard6a,2.14743,0.46224,0.16692,0.21148,1.63118,0,1.39869,0,0.69537,0.16509,1.49686,0
ENSMUSG00000005705,Agrp,0.22369,0,0,0.0423,0,0,0.03996,0,0,0.08255,0,0.04727
ENSMUSG00000005716,Pvalb,0.22369,0.21011,0.04173,0,0,0,0.03996,0,0,0,0,0
ENSMUSG00000005718,Tfap4,6.2186,4.37026,1.79439,1.6918,1.12629,1.74871,6.55385,3.23182,2.24064,1.40327,0.66038,1.18181
ENSMUSG00000005732,Ranbp1,53.19364,42.77815,34.84445,22.79703,14.99136,15.1166,31.41051,28.87373,26.61725,20.84269,13.47175,12.95262
ENSMUSG00000005763,Cd247,0.40264,0.04202,0.16692,0,0.38838,0.07772,0.07992,0.08505,0.03863,0.70164,0.44025,0.04727
ENSMUSG00000005774,Rfx5,32.92726,33.15517,18.48634,19.83638,6.99079,6.17876,19.54165,16.3717,24.68567,22.90633,25.79883,22.31254
ENSMUSG00000005779,Psmb4,154.21234,150.35385,139.46128,133.44087,59.69357,63.34205,123.20432,112.09301,130.18889,124.06562,110.76768,93.7883
ENSMUSG00000005800,Mmp8,0,0,0.04173,0,0,0,0,0,0.07726,0.12382,0.1761,0.04727
ENSMUSG00000005802,Slc30a4,30.91405,33.78549,66.97647,62.13142,70.3351,67.65553,44.15854,56.08903,59.37695,52.82901,63.35242,60.69767
ENSMUSG00000005803,Sqrdl,22.59276,21.76727,5.21624,5.37147,4.00028,4.27462,6.83358,5.65568,2.04748,2.60018,3.96228,4.06542
ENSMUSG00000005804,Bloc1s6,27.06657,25.25508,22.49241,21.06293,17.24394,15.07774,13.58724,15.60627,11.47362,12.21671,16.37742,14.84351
ENSMUSG00000005813,Metap1,75.11532,78.95888,78.86948,68.64486,34.64324,36.25652,46.51632,56.76941,69.65299,57.41027,45.08192,40.3233
ENSMUSG00000005823,Gpr108,60.62017,62.1922,71.69194,70.80191,54.87769,59.80577,42.48011,37.76123,42.61079,42.67593,42.48443,48.64323
ENSMUSG00000005824,Tnfsf14,0,0,0.04173,0,0,0,0.03996,0.21262,0.15453,0.04127,0,0
ENSMUSG00000005836,Gata6,0.44738,0.50426,0,0.08459,0,0.03886,0.9591,2.33881,0.19316,0.28891,0.08805,0.14182
ENSMUSG00000005846,Rsl1d1,142.49095,128.71264,110.37555,85.09763,34.83743,37.81093,139.18931,147.38785,133.2408,116.71909,71.01283,63.10856
ENSMUSG00000005864,Cnga2,0.04474,0,0.08346,0,0,0.11658,0,0,0,0,0.04403,0.04727
ENSMUSG00000005871,Apc,149.828,211.49551,117.13579,102.10024,61.7908,67.88869,104.50188,107.71304,89.50969,85.26932,112.96895,102.86459
ENSMUSG00000005873,Reep5,105.00039,101.56659,169.63199,159.41003,113.71682,106.16594,135.1531,130.97362,194.66523,203.76313,213.17056,203.03466
ENSMUSG00000005881,Ergic3,128.62213,130.22543,109.20711,109.58646,57.44098,58.87313,104.14222,105.92704,94.68634,96.37167,93.06951,91.47196
ENSMUSG00000005882,Uqcc1,28.6324,26.93595,18.90364,12.35015,13.24366,12.16323,21.14015,11.48145,17.03659,14.98198,13.42772,19.71256
ENSMUSG00000005883,Spo11,0.31317,0.08404,0.4173,0,0,0,0.15985,1.0631,0.38632,0.454,0.48428,0.04727
ENSMUSG00000005886,Ncoa2,101.68977,103.41555,60.00758,57.30979,30.06039,28.32905,102.86342,113.75144,121.53539,113.29346,139.95647,149.94783
ENSMUSG00000005891,Prl4a1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000005892,Trh,0.04474,0.08404,0,0.0423,0,0,5.47486,12.24688,2.74285,4.41617,0.26415,0.14182
ENSMUSG00000005893,Nr2c2,53.32785,53.32561,43.60773,42.12587,19.72956,16.32126,53.11013,51.92168,43.19026,43.1712,45.52217,44.38872
ENSMUSG00000005897,Nr2c1,18.11894,18.11138,11.18361,14.93015,5.16542,5.557,17.18387,15.09599,16.8048,15.68361,23.33342,22.07618
ENSMUSG00000005899,Smpd4,51.18042,53.99796,41.64643,33.37079,25.90475,26.50262,50.79231,43.07671,36.27518,34.17376,25.88688,32.19246
ENSMUSG00000005907,Pex1,14.45042,17.90127,18.65326,17.34097,11.34061,12.86271,11.42927,12.96979,14.02331,8.99744,10.9623,12.76353
ENSMUSG00000005917,Otx1,0.08948,0.5883,0.16692,0.21148,0,0.34974,0.07992,0.38272,0,0.04127,0.04403,0.04727
ENSMUSG00000005936,Kctd20,74.80216,84.16958,56.66918,62.97732,23.0696,20.6736,53.70957,55.53622,59.64737,58.56591,59.08197,59.7995
ENSMUSG00000005947,Itgae,1.83426,1.42874,0.79287,1.01508,0.50489,0.7772,0.27974,0.21262,0.69537,0.49527,0.3522,0.28363
ENSMUSG00000005949,Ctns,21.4743,21.34705,24.87101,29.77571,20.97237,22.11143,18.18293,15.18103,10.50783,10.1118,13.25162,19.66529
ENSMUSG00000005950,P2rx5,0.98424,1.30267,3.2132,3.93344,2.56329,1.94301,1.71839,1.14815,2.3179,1.73345,1.18868,2.03271
ENSMUSG00000005951,Shpk,5.05541,6.51337,5.42489,6.8095,5.82566,5.9456,2.51764,2.21124,1.54527,1.48582,1.93711,1.7018
ENSMUSG00000005952,Trpv1,0.04474,0.16809,0.08346,0.08459,0.19419,0.1943,0.39962,0.68038,0.19316,0.41273,0.26415,0.14182
ENSMUSG00000005958,Ephb3,106.96887,133.08291,18.27769,14.88786,2.52445,2.83679,132.35573,89.55534,73.20711,64.50917,44.15739,55.97044
ENSMUSG00000005968,Tuft1,17.49261,24.28858,11.51745,11.20819,2.44678,1.90415,7.47298,2.55143,0.88853,0.908,1.10063,0.61454
ENSMUSG00000005973,Rcn1,47.19873,45.67765,12.10167,5.41377,0.97094,0.93264,89.63584,102.6527,83.0582,68.51262,48.47187,46.65779
ENSMUSG00000005980,Dnase1,2.37112,2.43726,1.58574,1.52262,0.54373,0.31088,4.43584,3.9122,4.48128,4.45745,2.81762,3.5927
ENSMUSG00000005981,Trap1,127.32472,116.86251,108.37251,95.75598,50.76089,50.75136,108.49813,91.04368,109.52092,107.26765,75.85561,75.25755
ENSMUSG00000005982,Naa60,34.89574,35.42434,40.68664,35.10489,33.78881,35.09072,25.49606,22.4101,20.43618,19.31561,24.25795,23.35253
ENSMUSG00000005983,1700037C18Rik,2.59481,3.15163,1.58574,1.39574,0.50489,0.66062,2.35779,1.02057,1.39074,1.362,1.14466,1.32363
ENSMUSG00000005986,Ankrd13d,10.87137,15.2539,6.4264,5.37147,2.33026,3.30311,7.95253,6.71878,10.12151,8.70853,9.02519,10.54173
ENSMUSG00000005994,Tyrp1,0,0,0,0,0,0,0.23977,0.04252,0,0.08255,0.13208,0
ENSMUSG00000006005,Tpr,161.3257,170.39823,130.57281,127.85792,71.38372,76.78766,184.10714,157.63611,148.77075,130.25652,147.44077,165.92588
ENSMUSG00000006007,Pdc,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000006010,BC003331,29.88507,26.43169,33.67602,32.39801,46.29455,55.41458,30.97092,32.10555,27.8921,30.08777,39.05045,48.6905
ENSMUSG00000006014,Prg4,0.85002,0.5883,0.87633,0.16918,0.27186,0.03886,0.43959,0.46776,0.34769,0.41273,0.26415,0.70908
ENSMUSG00000006019,Dhx34,26.93236,26.8519,14.39681,14.25343,7.02963,7.38343,16.98405,13.77774,13.09615,15.72488,12.19501,17.20713
ENSMUSG00000006021,Kptn,17.26892,18.44755,12.5607,13.53441,6.71892,6.99483,15.38555,14.20298,15.02774,13.57871,18.18245,14.84351
ENSMUSG00000006024,Napa,159.84934,170.39823,162.07888,153.86938,87.26834,82.22808,131.87618,119.27955,126.75067,125.67526,108.8746,119.78808
ENSMUSG00000006050,Sra1,87.0604,82.90893,71.60848,79.04944,84.93808,92.40944,74.37017,63.31809,51.45745,45.15229,48.42784,54.88317
ENSMUSG00000006056,Calcoco2,0.04474,0,0,0,0.03884,0,0,0,0.03863,0,0.04403,0
ENSMUSG00000006057,Atp5g1,93.01058,87.65739,118.05385,96.39041,112.70704,109.66335,52.43077,41.41828,66.44656,54.52119,31.21395,25.24342
ENSMUSG00000006058,Snf8,42.94861,43.36645,38.18285,39.03833,23.61333,25.80314,22.73865,20.36895,18.81365,18.49015,20.868,21.27255
ENSMUSG00000006095,Tbcb,33.06148,34.20571,26.12291,26.05375,14.99136,16.2824,35.32683,27.76811,36.27518,34.8754,32.84288,30.96338
ENSMUSG00000006127,Inpp5k,58.56221,65.25979,91.38845,134.033,60.58683,65.40164,39.68274,44.48,49.4486,48.78429,57.32096,63.91219
ENSMUSG00000006134,Crkl,61.51493,65.93214,49.65856,37.68489,21.86563,21.48966,76.12852,77.73369,63.20149,56.25464,61.72349,62.91947
